query	target	cigar	qstart	qend	qlen	tstart	tend	tlen	alnlen
NM_180821_NA_C_7	AB619803_NA_C_28	1M2D2I2M2D2I2M1D1I2M1I60M1D38M1I35M1I15M1D53M1D1I1M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	42	518	518	3	479	480	491
NM_180821_NA_C_7	AOG74832_1_NA_C_28	2M1D1I2M1I16M1D40M1D38M1I35M1I15M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	53	518	518	14	480	481	476
NM_180821_NA_C_7	APZ88353_1_NA_C_28	2M1D1I2M1I14M3D41M1D39M1I35M1I15M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	53	518	518	12	480	481	478
NM_180821_NA_C_7	JQ958967_NA_C_28	1M2I3M1I27M1D39M1D39M1I35M1I15M1D53M1D1I1M1I29M1D2M2D2M2D68M1I14M1I73M2I42M1D24M	41	518	518	1	477	478	488
NM_180821_NA_C_7	AB619802_NA_C_28	1M3D3I1M2D2I2M1D1I2M1I60M1D38M1I35M1I15M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	42	518	518	3	479	480	491
NM_180821_NA_C_7	AB035868_NA_C_6	2M1D1I13M1I23M5I156M1D1I1M1I48M1I52M1I15M1I72M1I66M	57	517	518	16	465	465	463
NM_180821_NA_C_7	KC963423_NA_C_16	1M1D2I65M1D54M1I20M1I42M1I26M2D2I29M1D2M2D2M1D1M1D11M1D4M1I51M1I14M1I73M2I43M1D23M	46	518	518	4	475	478	484
NM_180821_NA_C_7	KT150521_NA_C_28	1M2D2I2M1D2I2M1I16M1D1M1D38M1D49M1I25M1I17M1D53M1I29M1D1M1D1M1D2M2D68M1I14M1I73M2I42M1D24M	49	518	518	10	480	481	483
NM_180821_NA_C_7	A0A3Q7HBJ5_1_NA_C_28	13M1I2M1I1M1I41M1D38M1I35M1I15M1D53M1D1I1M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	55	518	518	12	473	476	473
NM_180821_NA_C_7	MF120282_NA_C_2	1M2D2I13M1I1M1I2M1I23M4I14M1D47M5D15M1I11M1I15M1D56M1I27M1D2M2D73M1I12M1I73M1I44M1D23M	52	518	518	9	473	476	480
NM_180821_NA_C_7	ALR73781_1_NA_unknown	1M2D3I1M2D2I2M1D2I58M4D43M1I4M1I26M1I15M1D44M1I40M1D2M2D2M2D13M4I51M1I14M1I73M2I43M1D1M1D22M	45	518	518	4	475	475	491
NM_180821_NA_C_7	KU878864_NA_C_28	12M1I4M1I41M1D38M1I35M1I15M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	56	518	518	18	479	480	471
NM_180821_NA_C_7	OP821088_NA_C_28	1M2D2I2M1I55M1D49M1I25M1I17M1D54M1I28M1D3M1D2M2D1M1D66M1I14M1I73M2I42M1D24M	53	518	518	13	478	479	476
NM_180821_NA_C_7	OQ107260_NA_C_28	1M3D3I1M2D2I2M1I54M1D40M1I35M1I15M1D41M1I43M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	49	518	518	10	479	480	483
NM_180821_NA_C_7	AOG74831_1_NA_C_28	1M2D2I20M2D40M1D38M1I35M1I15M1D53M1D1I1M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	52	518	518	12	481	482	480
NM_180821_NA_C_7	KX343075_NA_C_28	1M2D3I1M3D3I1M2D2I2M1I59M2D49M1I25M1I15M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I42M1D24M	41	518	518	1	478	483	494
NM_180821_NA_C_7	CBN88268_1_NA_C_28	1M2D2I2M1I8M1I5M1I41M1D74M1I15M1D55M1I29M1D2M2D2M2D70M1I12M1I73M2I43M1D23M	53	518	518	14	478	479	476
NM_180821_NA_C_7	ANY30854_1_NA_C_28	2M1D1I6M1I15M1D39M2D40M1I9M1D1I24M1I16M1D53M1D1I1M1I31M3D3M2D67M1I14M1I73M2I43M1D23M	49	518	518	7	478	483	483
NM_180821_NA_C_7	ALO23117_1_NA_C_28	13M1I6M2D39M1D39M1I35M1I15M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	55	518	518	15	480	481	474
NM_180821_NA_C_7	BAW34647_1_NA_C_28_C_22	1M2D2I2M1D1I56M1D38M1I9M1I4M1I20M1I15M1D53M1D1I1M1I29M1D2M2D2M2D13M1D55M1I14M1I73M2I43M1D23M	53	518	518	15	480	481	479
NM_180821_NA_C_7	DQ335781_NA_C_28	1M2D2I2M1I9M1I4M1I41M1D74M1I15M1D53M1D1I1M1I29M1D2M2D2M2D70M1I12M1I73M2I43M1D23M	53	518	518	14	478	479	477
NM_180821_NA_C_7	AFZ40057_1_NA_C_28	1M2I2M1I17M1D1I2M2D2I6M1D40M1D48M1I25M1I15M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I42M1D24M	41	518	518	1	477	478	490
NM_180821_NA_C_7	OP821090_NA_C_2	1M2D3I2M1D1I2M1I42M4I14M1D47M7D1M1D1I13M2I9M1I16M1D29M1I1M2I12M2D39M1D3M1D4M1D66M1I14M1I73M1I44M1D22M	45	517	518	1	473	473	492
NM_180821_NA_C_7	AOG74847_1_NA_C_28	13M2I4M1I41M1D38M1I35M1I15M1D53M1D1I1M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	54	518	518	17	479	480	474
NM_180821_NA_C_7	LC106013_NA_C_16_C_22_C_28	2M1D2I2M2D2I2M1D1I58M1D43M1I5M1D1I25M1I15M1D41M1I43M1D2M1D2M3D11M1I1M2I1M1I51M1I14M1I73M2I42M2D24M	45	518	518	3	473	473	488
NM_180821_NA_C_7	BAU61505_1_NA_C_16_C_22_C_28	2M2D2I1M2D2I2M1D2I58M1D43M1I5M1D1I24M1I16M1D41M1I43M1D3M1D1M3D11M1I1M2I1M1I51M1I14M1I73M2I42M2D24M	45	518	518	3	473	473	489
NM_180821_NA_C_7	ANY30853_1_NA_C_28	1M2D3I1M3D3I1M2D2I2M1I59M2D54M1I19M1I16M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I42M1D24M	41	518	518	1	478	483	494
NM_180821_NA_C_7	AZS32332_1_NA_C_28	1M2D3I1M3D3I1M2D2I2M2D2I2M1D1I14M1I41M1D38M1I35M1I15M1D41M1I43M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	41	518	518	3	479	480	496
NM_180821_NA_C_7	LC456844_NA_C_19_C_5_C_19	2M1D1I13M1D2M2D22M1D16M2D28M1I21M2I2M1I41M1D27M1D55M3D1M1D1M1D13M1D71M1I72M2I44M1D23M	57	518	518	23	492	494	478
NM_180821_NA_C_7	OP821089_NA_C_2	1M2D3I1M1I46M4I14M1D47M7D1M1D1I13M1I2M1I7M1I16M1D36M1I48M1D2M1D3M1D67M1I14M1I73M1I44M1D22M	45	517	518	1	473	473	489
NM_180821_NA_C_7	ALR73782_1_NA_C_28	1M2D2I2M1D2I58M4D43M1I4M1I26M1I15M1D41M1I43M1D2M2D2M2D13M4I51M1I14M1I73M2I42M2D24M	49	518	518	7	475	475	485
NM_180821_NA_C_7	KU878852_NA_C_2	2M1I13M1I2M1I28M4I14M1D47M7D1M1D14M1I11M1I15M1D29M1I1M2I12M2D39M1D3M1D1M1D14M1D55M1I14M1I73M1I44M1D22M	49	517	518	5	475	475	486
NM_180821_NA_C_7	Kt_2465_NA_unknown	43M3I4M1I83M1I18M1I47M1I2M4D4I42M2I1M1I2M1I50M2I1M2I11M1I72M3I42M1D24M	54	518	518	11	457	461	470
NM_180821_NA_C_7	MG708187_NA_C_28	1M2D3I1M3D3I1M2D2I2M2D2I2M1D1I14M1I40M1D53M1I20M1I16M1D41M1I43M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	41	518	518	3	479	480	496
NM_180821_NA_C_7	AZS32333_1_NA_C_28	1M2D3I1M1D2I66M1D38M1I34M1I16M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	42	518	518	21	496	497	488
NM_180821_NA_C_7	MG708188_NA_C_28	1M3D3I1M1D2I66M1D38M1I34M1I16M1D55M1I29M1D2M2D2M2D68M1I14M1I73M2I43M1D23M	42	518	518	20	496	497	489
NM_180821_NA_C_7	Q9LVY7_1_NA_C_28	1M2D2I2M1D2I58M4D43M1I31M1I15M1D53M1D1I1M1I29M1D2M1D3M3D10M1I1M2I1M1I51M1I14M1I73M2I42M2D24M	49	518	518	8	477	477	486
NM_180821_NA_C_7	AB433179_NA_C_11	11M1D3M1D39M2D27M1I68M1D27M1I52M1D2M1D1M3D1M2D83M1I72M2I44M1D23M	61	518	518	26	491	493	471
NM_180821_NA_C_7	AXU93523_1_NA_C_3	13M1I1M1I44M1D43M2I2M1I4M2I1M1I18M1I15M1D41M1I43M1D3M1D1M1D1M2D13M1I1M1I51M1I14M1I73M2I42M1D12M1D12M	55	518	518	16	472	473	473
NM_180821_NA_C_7	AOG74838_1_NA_C_28_C_16	1M3D6I1M2D2I2M2D2I2M1D1I2M2D2I2M2D2I5M1D39M1D48M1D6M2I20M1I17M1D51M1D1I1M1I29M1D2M2D2M2D13M2D1M1D1M2D1M1D52M1I14M1I73M2I42M1D24M	44	518	518	1	480	481	504
NM_180821_NA_C_7	NM_123002_NA_C_28	1M3D3I1M1D2I58M4D53M1I21M1I15M1D55M1I29M1D2M1D2M3D11M1I1M2I1M1I51M1I14M1I73M2I42M2D24M	49	518	518	8	477	477	486
NM_180821_NA_C_7	AOG74836_1_NA_C_28	12M1I47M1D38M1I9M1I25M1I68M1D1I1M1I29M1D2M2D3M2D67M1I14M1I73M2I43M1D23M	55	518	518	17	478	479	472
NM_180821_NA_C_7	AB087801_NA_Baeyer_Villiger_C_6	2M1D1I12M1I1M2I22M5I156M3D4I47M1I52M1I15M1I72M1I66M	56	517	518	17	465	465	466
NM_180821_NA_C_7	LC456845_NA_C_7	2M1D1I13M1D2M2D22M1D16M2D28M1I21M2I2M1I42M1D26M2I12M2D10M1D31M2D1M2D1M1D13M1D71M1I72M2I44M1D23M	57	518	518	23	492	494	480
NM_180821_NA_C_7	JN604536_NA_C_12	18M1D1M1D41M1D46M1D6M2I20M1I14M1D42M1I43M1D3M2D1M3D68M1I14M1I73M2I42M1D24M	55	518	518	19	486	486	476
NM_180821_NA_C_7	K4CEE8_1_NA_C_28	1M1D2I2M1I24M1D37M1D55M1I19M1I69M1D1I1M1I29M1D2M2D3M2D67M1I14M1I73M2I42M1D24M	46	518	518	8	479	482	483
NM_180821_NA_C_7	AB206579_NA_C_22	8M11D11I163M1D24M1D1I1M1I31M6D12M1I2M4I53M1D13M1I73M2D2M1D66M	52	518	518	30	500	506	490
NM_180821_NA_C_7	MG708191_NA_C_2	1M2D2I13M1I4M1I23M4I14M1D50M12D2M2D10M1I11M1I15M1D29M1I1M2I12M2D39M1D3M1D3M1D67M1I14M1I73M1I44M1D22M	52	517	518	12	485	485	490
NM_180821_NA_C_7	NM_123623_NA_C_23	26M2I1M1I2M1I23M4I7M1I50M1D5M1D2M1D14M1D8M1I20M4D26M1D18M1D5M9D2M1D1I33M2D12M1D2M1D54M1I1M2I2M1I8M1I22M1D36M1D14M1D4M1D40M1D1M6D2M1D21M	41	517	518	1	497	497	513
NM_180821_NA_C_7	AFO63032_1_NA_C_28	2M1I16M2D39M1D48M1D5M2I19M1I16M1D53M1D1I1M1I31M3D2M2D68M1I14M1I73M2I43M1D23M	56	518	518	16	480	481	475
NM_180821_NA_C_7	OQ107248_NA_C_16	1M2D2I2M1I11M1D45M1D42M1I31M1I15M1D41M1I13M1D1I29M1D1M1D1M1D2M2D68M1I14M1I73M2I42M1D24M	53	518	518	33	499	501	478
NM_180821_NA_C_7	AFZ40058_1_NA_C_28	1M25D63I44M1D49M1I25M1I17M1D54M1I28M1D3M1D2M2D1M1D66M1I14M1I73M2I42M1D24M	6	518	518	1	476	477	546
NM_180821_NA_C_7	KF318733_NA_C_28	2M1D1I8M3D3I5M2D40M1D38M1I35M1I15M1D53M1D1I1M1I31M3D2M2D68M1I14M1I73M2I43M1D23M	56	518	518	21	486	487	478
NM_180821_NA_C_7	AHL46848_1_NA_C_28	1M2D2I2M2D2I2M1D1I2M1I60M1D38M1I9M3D2I23M1I16M1D53M1D1I1M1I29M1D3M1D1M1D1M2D67M1I14M1I73M2I43M1D23M	42	518	518	3	480	481	494
NM_180821_NA_C_7	AOG74834_1_NA_C_6	11M1I28M4I14M1D46M1D28M1I15M1D53M1D1I1M1I29M1D3M3D2M1D67M1I14M1I73M2I43M1D23M	57	518	518	17	476	477	472
NM_180821_NA_C_7	KU878851_NA_C_6	12M1I28M4I14M1D46M1D28M1I15M1D53M1D1I1M1I29M1D2M3D3M1D67M1I14M1I73M2I42M1D24M	56	518	518	16	476	477	473
NM_180821_NA_C_7	AOG74849_1_NA_cycloartane	17M1D1M1D41M1D43M1I29M1I16M1D53M1D1I1M1D2I28M1D3M3D1M1D68M1I14M1I73M2I43M1D23M	56	518	518	19	484	485	475
NM_180821_NA_C_7	KU878866_NA_unknown	1M2D2I2M1I13M3D43M1D42M1I30M1I16M1D53M3D4I28M1D3M3D1M1D68M1I14M1I73M2I43M1D23M	53	518	518	16	484	485	482
NM_180821_NA_C_7	KF309251_NA_C_3	1M1D1I56M1D42M1I4M2I2M3I2M1I17M1I15M1D41M1I12M2D2I29M1D3M1D1M1D1M2D14M2I51M1I14M1I73M2I43M1D23M	57	518	518	19	473	474	473
NM_180821_NA_C_7	AHF22083_1_Positive_Control_C_3	2M1D1I56M1D42M1I4M2I2M3I2M1I16M1I16M1D41M1I13M1D1I29M1D2M2D3M2D13M1I1M1I51M1I14M1I73M2I42M1D24M	56	518	518	18	473	474	473
NM_180821_NA_C_7	AHF22088_1_NA_C_28	1M2D2I5M2D2I1M3D3I5M1D40M1D38M1I35M1I15M1D53M1D1I1M1I31M3D2M2D68M1I14M1I73M2I43M1D23M	56	518	518	22	486	487	480
NM_180821_NA_C_7	KF460438_NA_C_28	15M1I4M1I23M3I4M1I51M1D8M1D2M1D14M1D8M1I20M2D26M1I23M9D1M1D1I45M1D1M1D57M2I2M1I4M1I3M1I53M1I18M1D4M1D40M2D1M4D8M1D16M	53	518	518	14	491	496	493
NM_180821_NA_C_7	NM_117621_NA_C_15_C_16	1M2I2M1I25M2I28M4I54M1D6M1D5M1D13M1D12M2D16M1D43M2D9M15D5I28M1D1M1D14M1D1M1D54M1I1M2I2M1I8M1I72M4D3M1D42M2D2M1D5M1D17M	36	518	518	3	503	513	520
NM_180821_NA_C_7	QIH97367_1_NA_C_28	1M6D6I1M1D1I44M1D48M2D2I24M1I15M1D53M1D1I1M1I29M1D2M2D3M2D67M1I14M1I73M2I43M1D23M	62	518	518	18	476	477	475
NM_180821_NA_C_7	KY047600_NA_C_16	60M1D42M1I31M1I15M1D27M1I26M3D3I28M1D3M3D1M1D13M4I51M1I14M1I73M2I43M1D23M	55	518	518	34	494	495	475
NM_180821_NA_C_7	APG38190_1_NA_C_16	60M1D38M1I3M1I10M1D21M1I15M1D27M1I26M2D2I29M1D3M3D1M1D13M4I51M1I14M1I73M2I43M1D23M	55	518	518	34	494	495	475
NM_180821_NA_C_7	LC456843_NA_C_23	2M2I2M1I30M1D12M1I3M4I54M1D9M1D2M1D13M1D8M1I21M11D25M5D4M1D21M11D2I101M1I1M2I7M1I3M1I73M1I43M3D2M1D22M	44	518	518	1	495	510	512
NM_180821_NA_C_7	MK803264_NA_C_21	2M1I2M2I21M1D26M3I10M1I44M1D8M1D2M1D14M1D9M1I19M2D25M4I12M2D5M1D4M12D33M5D1M1D12M1D2M1D55M1I1M2I7M1I3M1I72M1D4M1D40M2D1M4D9M1D15M	44	518	518	1	497	501	514
NM_180821_NA_C_7	AEY75217_NA_C_12	13M1I2M3I27M3I4M1I50M1D9M1D2M1D14M1D8M1I21M2D22M1I1M1I1M2I12M2D5M1D3M12D34M5D1M1D1M1D11M1D3M1D54M1I1M2I7M1I3M1I22M1D53M1D1M1D40M2D1M4D9M1D15M	51	518	518	10	499	505	508
NM_180821_NA_C_7	AY552551_NA_14_demethylation	1M2D2I19M2D1I27M5I64M1D23M1I40M1D29M3D4I2M1D1I24M1D3M1D3M1D69M2I2M1I8M1I33M5D37M1D5M2D43M1D6M1D17M	46	518	518	6	483	487	496
NM_180821_NA_C_7	KF906535_NA_C_24	1M1I23M2I11M1D17M4I3M1I51M1D3M1D7M1D43M4D41M2D3M1D5M11D33M1D1M1D13M1D57M1I1M2I7M1I3M1I70M7D6M1D40M5D10M1D15M	42	518	518	2	504	510	516
NM_180821_NA_C_7	Kt_444_NA_unknown	1M2D2I30M1I12M2I4M1I83M1I18M1I47M1I2M4D4I33M1D9M1I3M3I50M2I1M1I1M1I10M1I72M3I36M	52	488	518	10	428	428	444
NM_180821_NA_C_7	NM_124173_NA_C_15_C_16	26M2D24M3I11M1I42M1D1M1D10M1D13M1D12M2D19M1D23M1D2M1D24M14D4I29M3D15M2D55M1I1M2I2M1I8M1I19M1I53M6D2M1D42M2D2M1D22M	48	518	518	12	508	511	511
NM_180821_NA_C_7	KM655856_NA_C_25	2M1D2I2M1I23M2I24M1I3M4I58M1D5M1D2M1D13M1D12M1I17M5D26M4D1M2D17M1D5M11D3I31M4D71M3I7M1I3M1I21M1D49M3D7M1I38M4D25M	37	518	518	1	502	508	522
NM_180821_NA_C_7	KF906540_NA_C_24	1M2D3I1M1I2M1D1I17M1I4M1I7M1D16M4I6M1I51M2D7M1D13M1D8M1I21M4D27M3D22M11D3I31M1D1M5D1M1D12M1D1M1D55M1I1M2I7M1I3M1I69M1D1M6D6M1D40M5D10M1D15M	42	518	518	3	507	512	526
NM_180821_NA_C_7	AB223041_NA_C_26	2M1D1I13M1D2M1D17M1D3M1D1M7D1M1D3M2D86M1I20M6D25M1I20M2D3M9D4I32M4D1M1D13M1D1M1D53M4I11M1I58M1D17M2D41M1D3M1D21M	59	517	518	25	515	515	503
NM_180821_NA_C_7	NM_001308937_NA_C_19	1M2D2I11M1D3M1D2M2D22M1D16M2D28M1I11M1I10M1I2M1I42M2D26M1D23M2D2I30M1D1M4D2M1D12M1D71M1I48M2I1M27I42M1D3M1D1I7M1I9M	56	518	518	18	463	463	486
NM_180821_NA_C_7	MK803271_NA_C_23_C_24_C_25	16M2I30M1I58M1D6M1D2M1D14M1D8M1I20M2D25M4I12M2D6M2D2M10D1M2D32M1D1M1D1M4D12M1D1M1D56M1I1M2I7M1I3M1I22M1D53M1D1M1D40M7D25M	51	518	518	13	507	512	508
NM_180821_NA_C_7	MF596155_NA_C_24	1M2D2I12M1D3M1D20M1D2M2D1M4D1M3D4M3D86M1I20M2D25M1I24M11D3I30M6D3M1D12M2D55M4I2M1I8M1I58M1D15M1D2M2D41M1D10M1D14M	56	517	518	26	519	519	507
NM_180821_NA_C_7	MN621243_NA_C_29	14M1I3M1I24M1I3M4I54M2D9M1D15M1D12M2D18M1D28M1I10M1D2M2D6M2D2M9D2M1D1I2M1D27M1D2M1D1M1D14M1D2M1D55M2I2M1I7M1I73M2D44M2D1M2D2M1D22M	50	518	518	16	506	511	504
NM_180821_NA_C_7	AB437320_NA_C_24	2M1D1I2M1I17M1I4M1I6M1D17M4I7M1I47M1D3M1D7M1D43M4D27M3D22M11D3I31M1D1M7D1M1D12M1D1M1D55M1I1M2I7M1I2M1I71M7D6M1D40M5D10M1D15M	45	518	518	5	509	514	522
NM_180821_NA_C_7	OQ107266_NA_C_23	2M2D2I11M1D20M1D2M2D1M2D1M8D2M1D2M3D50M1D37M1I19M7D25M1I24M10D3I26M1I22M2D50M2I1M2I1M1I9M1I58M1D17M2D41M1D10M1D14M	59	517	518	18	507	507	504
NM_180821_NA_C_7	DQ335790_NA_C_24	1M1D2I18M2I12M1D16M4I3M1I51M1D3M1D7M1D43M4D41M2D3M1D5M11D34M2D1M1D1M1D11M1D1M1D3M1D53M1I1M2I7M1I3M1I70M7D6M1D40M6D25M	46	518	518	6	508	514	517
NM_180821_NA_C_7	MK829814_NA_C_29	41M1I3M4I54M2D9M1D15M1D12M2D16M1D30M1I10M1D2M2D6M2D2M9D2M1D1I2M1D27M1D2M1D1M1D14M1D2M1D53M1I1M2I2M1I7M1I73M2D44M5D25M	52	518	518	17	506	511	502
NM_180821_NA_C_7	KF906536_NA_C_24	1M3D3I1M2D2I2M1D1I9M1I2M2I11M1D17M4I7M1I47M1D3M1D7M1D13M1D8M1I21M4D41M2D3M1D5M11D3I28M1D2M2D2M3D1M1D16M1I51M1I1M2I2M1I7M1I71M6D2M1D4M1D40M6D25M	45	518	518	6	505	510	524
NM_180821_NA_C_7	KF906537_NA_C_24	1M2D2I2M1D1I12M3I11M1D16M4I7M1I46M1D4M1D7M1D13M1D8M1I21M4D41M2D3M1D5M11D3I28M1D2M2D2M3D1M1D16M1I51M1I1M2I2M1I8M1I70M6D4M1D2M1D40M5D10M1D15M	49	518	518	10	505	510	517
NM_180821_NA_C_7	ON108677_NA_C_7_C_28	1M2I2M3D3I1M1I22M1D5M4D9M1D2I3M1D1I8M3I64M1D23M1I43M1D26M4D5I1M1D1I24M1D3M1D3M1D70M1I1M1I1M1I7M1I33M5D37M1D5M2D43M1D6M1D17M	38	518	518	1	488	491	511
NM_180821_NA_C_7	KF906538_NA_C_24	1M1D2I22M2I12M1D16M4I7M1I47M1D3M1D7M1D43M4D41M2D3M1D5M11D32M1D2M1D1M1D1M1D11M1D2M1D55M1I1M2I7M1I3M1I70M6D2M1D4M1D40M5D10M1D15M	42	518	518	14	519	525	520
NM_180821_NA_C_7	LC143440_NA_C_21	1M2D2I16M1D2M1D17M1D2M2D1M4D1M4D4M3D41M1I16M1I27M1I20M6D23M1I27M2I2M1I25M1D2M1D2M1D1M1D8M1D3M1D1M5D3M1D52M5I11M1I57M1D18M2D40M1D3M1D22M	56	518	518	20	508	511	504
NM_180821_NA_C_7	MN621245_NA_C_29	1M2D2I20M1D1M1D19M1I3M4I54M2D11M1D13M1D12M2D18M1D28M1I10M1D3M1D3M1D3M1D2M11D3I30M6D1M1D14M2D55M1I1M2I2M1I7M1I71M1D3M1D43M2D1M2D2M1D22M	50	518	518	15	509	514	511
NM_180821_NA_C_7	KF906539_NA_C_24	1M1D1I15M2I4M1I7M1D16M4I7M1I47M1D3M1D7M1D13M1D8M1I21M4D41M2D3M1D5M11D3I31M1D1M5D1M1D12M1D1M1D55M1I1M2I7M1I3M1I70M6D4M1D2M1D40M5D10M1D15M	50	518	518	22	519	524	516
NM_180821_NA_C_7	AF135485_NA_C_24	1M2D2I2M1I13M2I10M1D17M4I7M1I50M1D5M1D2M1D13M1D8M1I21M5D27M2D1M1D21M11D3I31M1D1M5D1M1D12M1D1M1D55M1I1M2I2M1I8M1I70M7D6M1D40M5D3M1D22M	49	518	518	9	508	513	519
NM_180821_NA_C_7	MN621244_NA_C_29	15M3D3I22M1I3M4I54M1D1M1D10M1D13M1D12M2D18M1D41M2D3M1D2M2D2M2D1M8D4I30M6D1M1D14M2D55M1I1M2I2M1I7M1I73M2D44M2D1M2D2M1D22M	53	518	518	19	508	513	507
NM_180821_NA_C_7	DQ335780_NA_C_2	1M2D2I12M1D6M1D17M1D2M2D2M7D4M3D41M1I15M2I27M1I20M6D23M1I1M1I1M2I12M2D10M10D2I28M1D3M2D1M1D9M1D2M2D1M4D4M1D52M4I2M1I9M1I57M1D18M2D40M1D2M1D23M	56	518	518	23	519	520	515
NM_180821_NA_C_7	DQ335782_NA_C_23	1M2D2I16M1D2M1D17M1D2M2D1M4D1M4D4M2D41M1I15M2I27M1I20M6D27M1I23M9D2I28M1D2M1D1M1D2M1D8M1D2M2D1M4D4M1D52M4I2M1I9M1I56M1D19M2D40M1D3M1D22M	56	518	518	23	519	520	512
NM_180821_NA_C_7	KT150517_NA_C_23	16M1D2M1D17M1D2M2D1M4D1M4D4M2D41M1I15M1I28M1I20M6D23M1I1M1I1M2I12M2D7M1D2M10D3I27M1D4M1D2M2D10M1D2M4D1M1D2M1D52M4I2M1I9M1I57M1D15M1D2M1D41M1D10M1D14M	59	517	518	28	520	520	509
NM_180821_NA_C_7	ON108679_NA_C_1	14M1D1M2D9M1D2I12M3I64M1D23M1I43M1D26M4D5I1M1D1I24M1D3M1D3M1D70M2I1M1I8M1I33M5D37M1D5M2D43M1D6M1D17M	60	518	518	20	486	489	483
